SRR,Published,spot_numbers,read_length,URL,SRX,Strategy,Selection,Single_Paired,ILLUMINA,Instrument,SRP,Bioproject,SRS,Biosample,Species,GSM,SRA
SRR7153548,5/15/18 16:50,27248331,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153548/SRR7153548.1,SRX4073009,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294351,SAMN09198815,Phaseolus vulgaris,GSM3140039,SRA702218
SRR7153549,5/15/18 16:50,27002630,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153549/SRR7153549.1,SRX4073010,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294352,SAMN09198814,Phaseolus vulgaris,GSM3140040,SRA702218
SRR7153550,5/15/18 16:50,29394099,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153550/SRR7153550.1,SRX4073011,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294354,SAMN09198813,Phaseolus vulgaris,GSM3140041,SRA702218
SRR7153551,5/15/18 16:50,20180223,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153551/SRR7153551.1,SRX4073012,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294353,SAMN09198812,Phaseolus vulgaris,GSM3140042,SRA702218
SRR7153552,5/15/18 16:50,24090824,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153552/SRR7153552.1,SRX4073013,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294355,SAMN09198811,Phaseolus vulgaris,GSM3140043,SRA702218
SRR7153553,5/15/18 16:50,27612726,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153553/SRR7153553.1,SRX4073014,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294357,SAMN09198810,Phaseolus vulgaris,GSM3140044,SRA702218
SRR7153554,5/15/18 16:50,50889506,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153554/SRR7153554.1,SRX4073015,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294358,SAMN09198809,Phaseolus vulgaris,GSM3140045,SRA702218
SRR7153555,5/15/18 16:50,24653193,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153555/SRR7153555.1,SRX4073016,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294364,SAMN09198808,Phaseolus vulgaris,GSM3140046,SRA702218
SRR7153556,5/15/18 16:50,30387487,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153556/SRR7153556.1,SRX4073017,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294359,SAMN09198807,Phaseolus vulgaris,GSM3140047,SRA702218
SRR7153557,5/15/18 16:50,35682945,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153557/SRR7153557.1,SRX4073018,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294362,SAMN09198806,Phaseolus vulgaris,GSM3140048,SRA702218
SRR7153558,5/15/18 16:50,27624111,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153558/SRR7153558.1,SRX4073019,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294360,SAMN09198805,Phaseolus vulgaris,GSM3140049,SRA702218
SRR7153559,5/15/18 16:50,43906529,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153559/SRR7153559.1,SRX4073020,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294397,SAMN09198804,Phaseolus vulgaris,GSM3140050,SRA702218
SRR7153560,5/15/18 16:50,25660156,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153560/SRR7153560.1,SRX4073021,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294414,SAMN09198803,Phaseolus vulgaris,GSM3140051,SRA702218
SRR7153561,5/15/18 16:50,22092621,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153561/SRR7153561.1,SRX4073022,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294366,SAMN09198868,Phaseolus vulgaris,GSM3140052,SRA702218
SRR7153562,5/15/18 16:50,38864624,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153562/SRR7153562.1,SRX4073023,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294437,SAMN09198867,Phaseolus vulgaris,GSM3140053,SRA702218
SRR7153563,5/15/18 16:50,54338433,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153563/SRR7153563.1,SRX4073024,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294368,SAMN09198866,Phaseolus vulgaris,GSM3140054,SRA702218
SRR7153564,5/15/18 16:50,37106615,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153564/SRR7153564.1,SRX4073025,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294367,SAMN09198865,Phaseolus vulgaris,GSM3140055,SRA702218
SRR7153565,5/15/18 16:50,30783681,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153565/SRR7153565.1,SRX4073026,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294370,SAMN09198864,Phaseolus vulgaris,GSM3140056,SRA702218
SRR7153566,5/15/18 16:50,22616171,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153566/SRR7153566.1,SRX4073027,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294371,SAMN09198863,Phaseolus vulgaris,GSM3140057,SRA702218
SRR7153567,5/15/18 16:50,27885544,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153567/SRR7153567.1,SRX4073028,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294372,SAMN09198862,Phaseolus vulgaris,GSM3140058,SRA702218
SRR7153568,5/15/18 16:50,29591502,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153568/SRR7153568.1,SRX4073029,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294393,SAMN09198861,Phaseolus vulgaris,GSM3140059,SRA702218
SRR7153569,5/15/18 16:50,30733036,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153569/SRR7153569.1,SRX4073030,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294392,SAMN09198860,Phaseolus vulgaris,GSM3140060,SRA702218
SRR7153570,5/15/18 16:50,27907573,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153570/SRR7153570.1,SRX4073031,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294417,SAMN09198859,Phaseolus vulgaris,GSM3140061,SRA702218
SRR7153571,5/15/18 16:50,13067056,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153571/SRR7153571.1,SRX4073032,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294374,SAMN09198858,Phaseolus vulgaris,GSM3140062,SRA702218
SRR7153572,5/15/18 16:50,23105453,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153572/SRR7153572.1,SRX4073033,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294394,SAMN09198857,Phaseolus vulgaris,GSM3140063,SRA702218
SRR7153573,5/15/18 16:50,56246567,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153573/SRR7153573.1,SRX4073034,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294373,SAMN09198856,Phaseolus vulgaris,GSM3140064,SRA702218
SRR7153574,5/15/18 16:50,29835419,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153574/SRR7153574.1,SRX4073035,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294375,SAMN09198855,Phaseolus vulgaris,GSM3140065,SRA702218
SRR7153575,5/15/18 16:50,34121026,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153575/SRR7153575.1,SRX4073036,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294378,SAMN09198854,Phaseolus vulgaris,GSM3140066,SRA702218
SRR7153576,5/15/18 16:50,21792300,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153576/SRR7153576.1,SRX4073037,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294376,SAMN09198853,Phaseolus vulgaris,GSM3140067,SRA702218
SRR7153577,5/15/18 16:50,31340887,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153577/SRR7153577.1,SRX4073038,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294379,SAMN09198852,Phaseolus vulgaris,GSM3140068,SRA702218
SRR7153578,5/15/18 16:50,25751794,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153578/SRR7153578.1,SRX4073039,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294382,SAMN09198851,Phaseolus vulgaris,GSM3140069,SRA702218
SRR7153579,5/15/18 16:50,19384020,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153579/SRR7153579.1,SRX4073040,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294396,SAMN09198850,Phaseolus vulgaris,GSM3140070,SRA702218
SRR7153580,5/15/18 16:50,26648197,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153580/SRR7153580.1,SRX4073041,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294395,SAMN09198849,Phaseolus vulgaris,GSM3140071,SRA702218
SRR7153581,5/15/18 16:50,24705997,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153581/SRR7153581.1,SRX4073042,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294436,SAMN09198848,Phaseolus vulgaris,GSM3140072,SRA702218
SRR7153582,5/15/18 16:50,36965453,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153582/SRR7153582.1,SRX4073043,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294384,SAMN09198570,Phaseolus vulgaris,GSM3140073,SRA702218
SRR7153583,5/15/18 16:50,25987096,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153583/SRR7153583.1,SRX4073044,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294388,SAMN09198569,Phaseolus vulgaris,GSM3140074,SRA702218
SRR7153584,5/15/18 16:50,39791543,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153584/SRR7153584.1,SRX4073045,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294386,SAMN09198568,Phaseolus vulgaris,GSM3140075,SRA702218
SRR7153585,5/15/18 16:50,26419352,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153585/SRR7153585.1,SRX4073046,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294440,SAMN09198567,Phaseolus vulgaris,GSM3140076,SRA702218
SRR7153586,5/15/18 16:50,25936995,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153586/SRR7153586.1,SRX4073047,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294383,SAMN09198566,Phaseolus vulgaris,GSM3140077,SRA702218
SRR7153587,5/15/18 16:50,33053114,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153587/SRR7153587.1,SRX4073048,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294389,SAMN09198565,Phaseolus vulgaris,GSM3140078,SRA702218
SRR7153588,5/15/18 16:50,24022433,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153588/SRR7153588.1,SRX4073049,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294387,SAMN09198564,Phaseolus vulgaris,GSM3140079,SRA702218
SRR7153589,5/15/18 16:50,39735923,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153589/SRR7153589.1,SRX4073050,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294424,SAMN09198563,Phaseolus vulgaris,GSM3140080,SRA702218
SRR7153590,5/15/18 16:50,25667089,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153590/SRR7153590.1,SRX4073051,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294390,SAMN09198558,Phaseolus vulgaris,GSM3140081,SRA702218
SRR7153591,5/15/18 16:50,36101011,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153591/SRR7153591.1,SRX4073052,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294391,SAMN09198557,Phaseolus vulgaris,GSM3140082,SRA702218
SRR7153592,5/15/18 16:50,25908268,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153592/SRR7153592.1,SRX4073053,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294416,SAMN09198562,Phaseolus vulgaris,GSM3140083,SRA702218
SRR7153593,5/15/18 16:50,30975681,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153593/SRR7153593.1,SRX4073054,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294402,SAMN09198561,Phaseolus vulgaris,GSM3140084,SRA702218
SRR7153594,5/15/18 16:50,27485185,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153594/SRR7153594.1,SRX4073055,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294427,SAMN09198560,Phaseolus vulgaris,GSM3140085,SRA702218
SRR7153595,5/15/18 16:50,41570409,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153595/SRR7153595.1,SRX4073056,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294458,SAMN09198559,Phaseolus vulgaris,GSM3140086,SRA702218
SRR7153596,5/15/18 16:50,44099376,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153596/SRR7153596.1,SRX4073057,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294398,SAMN09198556,Phaseolus vulgaris,GSM3140087,SRA702218
SRR7153597,5/15/18 16:50,60125556,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153597/SRR7153597.1,SRX4073058,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294400,SAMN09198555,Phaseolus vulgaris,GSM3140088,SRA702218
SRR7153598,5/15/18 16:50,23660155,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153598/SRR7153598.1,SRX4073059,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294439,SAMN09198554,Phaseolus vulgaris,GSM3140089,SRA702218
SRR7153599,5/15/18 16:50,31508490,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153599/SRR7153599.1,SRX4073060,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294401,SAMN09198611,Phaseolus vulgaris,GSM3140090,SRA702218
SRR7153600,5/15/18 16:50,28992834,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153600/SRR7153600.1,SRX4073061,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294403,SAMN09198610,Phaseolus vulgaris,GSM3140091,SRA702218
SRR7153601,5/15/18 16:50,34699114,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153601/SRR7153601.1,SRX4073062,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294404,SAMN09198609,Phaseolus vulgaris,GSM3140092,SRA702218
SRR7153602,5/15/18 16:50,32230948,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153602/SRR7153602.1,SRX4073063,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294406,SAMN09198608,Phaseolus vulgaris,GSM3140093,SRA702218
SRR7153603,5/15/18 16:50,34448309,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153603/SRR7153603.1,SRX4073064,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294405,SAMN09198607,Phaseolus vulgaris,GSM3140094,SRA702218
SRR7153604,5/15/18 16:50,24359737,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153604/SRR7153604.1,SRX4073065,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294407,SAMN09198606,Phaseolus vulgaris,GSM3140095,SRA702218
SRR7153605,5/15/18 16:50,30283286,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153605/SRR7153605.1,SRX4073066,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294409,SAMN09198605,Phaseolus vulgaris,GSM3140096,SRA702218
SRR7153606,5/15/18 16:50,19843535,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153606/SRR7153606.1,SRX4073067,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294443,SAMN09198604,Phaseolus vulgaris,GSM3140097,SRA702218
SRR7153607,5/15/18 16:50,37223766,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153607/SRR7153607.1,SRX4073068,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294408,SAMN09198603,Phaseolus vulgaris,GSM3140098,SRA702218
SRR7153608,5/15/18 16:50,20886656,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153608/SRR7153608.1,SRX4073069,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294449,SAMN09198602,Phaseolus vulgaris,GSM3140099,SRA702218
SRR7153609,5/15/18 16:50,33738895,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153609/SRR7153609.1,SRX4073070,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294412,SAMN09198601,Phaseolus vulgaris,GSM3140100,SRA702218
SRR7153610,5/15/18 16:50,30540076,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153610/SRR7153610.1,SRX4073071,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294477,SAMN09198600,Phaseolus vulgaris,GSM3140101,SRA702218
SRR7153611,5/15/18 16:50,26758802,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153611/SRR7153611.1,SRX4073072,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294410,SAMN09198599,Phaseolus vulgaris,GSM3140102,SRA702218
SRR7153612,5/15/18 16:50,23487360,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153612/SRR7153612.1,SRX4073073,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294413,SAMN09198598,Phaseolus vulgaris,GSM3140103,SRA702218
SRR7153613,5/15/18 16:50,16873817,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153613/SRR7153613.1,SRX4073074,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294411,SAMN09198597,Phaseolus vulgaris,GSM3140104,SRA702218
SRR7153614,5/15/18 16:50,37572388,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153614/SRR7153614.1,SRX4073075,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294415,SAMN09198596,Phaseolus vulgaris,GSM3140105,SRA702218
SRR7153615,5/15/18 16:50,39779744,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153615/SRR7153615.1,SRX4073076,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294420,SAMN09198595,Phaseolus vulgaris,GSM3140106,SRA702218
SRR7153616,5/15/18 16:50,33500872,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153616/SRR7153616.1,SRX4073077,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294418,SAMN09198594,Phaseolus vulgaris,GSM3140107,SRA702218
SRR7153617,5/15/18 16:50,38035555,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153617/SRR7153617.1,SRX4073078,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294490,SAMN09198593,Phaseolus vulgaris,GSM3140108,SRA702218
SRR7153618,5/15/18 16:50,34831199,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153618/SRR7153618.1,SRX4073079,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294421,SAMN09198592,Phaseolus vulgaris,GSM3140109,SRA702218
SRR7153619,5/15/18 16:50,37523018,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153619/SRR7153619.1,SRX4073080,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294422,SAMN09198591,Phaseolus vulgaris,GSM3140110,SRA702218
SRR7153620,5/15/18 16:50,21277381,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153620/SRR7153620.1,SRX4073081,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294419,SAMN09198590,Phaseolus vulgaris,GSM3140111,SRA702218
SRR7153621,5/15/18 16:50,25001718,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153621/SRR7153621.1,SRX4073082,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294423,SAMN09198589,Phaseolus vulgaris,GSM3140112,SRA702218
SRR7958280,1/18/19 13:19,52825811,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR7958280/SRR7958280.1,SRX4791938,RNA-Seq,PCR,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP163216,PRJNA494508,SRS3871127,SAMN10170278,Populus euphratica,PET linear leaf 1,SRA788004
SRR7958281,1/18/19 13:19,52070657,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR7958281/SRR7958281.1,SRX4791937,RNA-Seq,PCR,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRP163216,PRJNA494508,SRS3871126,SAMN10170279,Populus euphratica,PET linear leaf 2,SRA788004
